product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank,scenario,contingency_severity,contingency_impact_score,lost_sales_exposure,cost_change_vs_optimized,fill_rate_change_vs_optimized,additional_safety_stock_required,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,contingency_action,contingency_confidence,primary_risk_driver_contingency,action_type,action_priority,action_owner,action_horizon,executive_action_score,executive_action,expected_business_outcome,executive_rationale,executive_confidence,scenario_response,policy_change_required
P01770,Home Appliances,Stable,Low,Supplier,0.95,30,17,77,239,0.9943,0.0055,33,17.62,1210.81,0.9,13.0,73.0,239.0,30.0,0.9991,0.0027,5.0,17.1,922.54,24.0,5736.0,0.0833,0.08,28.0,-288.27,288.27,-0.52,0.0048,-4.0,Maintain current inventory policy,0.0048,0.8485,-0.0295,0.0,0.0,-0.2353,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0051,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0522,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1023,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 28 units while reducing modeled cost by ₹288. Fill rate changes by +0.48%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2262,2.0,137.9,-0.031,5,78,323,40.5,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2354,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00567,Home Appliances,Volatile,Low,Demand Volatility,0.95,30,53,232,359,0.9958,0.0055,37,19.0,1424.29,0.9,41.0,220.0,538.0,45.0,1.0,0.0,0.0,26.11,1024.37,16.0,8608.0,0.0625,0.25,37.0,-399.92,399.92,7.11,0.0042,-12.0,Increase order quantity to reduce ordering frequency,0.0042,1.0,0.3742,179.0,0.4986,-0.2264,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0119,Low risk driven primarily by demand variability and forecast uncertainty.,0.0514,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1035,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 37 units while reducing modeled cost by ₹400. Fill rate changes by +0.42%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2261,0.0,153.12,-0.031,15,235,727,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory policy action,P3 - Planned,Inventory Planning,30-90 days,0.2354,Execute optimization recommendation: Increase order quantity.,Lower cost and improved service,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹399.92, with lost-sales change of 37 units.",Low,Monitor scenario exposure,1
P00965,Home Appliances,Volatile,Low,Supplier,0.95,30,20,89,139,0.9908,0.0096,31,17.99,1076.13,0.9,16.0,85.0,208.0,45.0,0.9947,0.0068,18.0,26.14,821.42,16.0,3328.0,0.125,0.31,13.0,-254.7,254.7,8.15,0.0039,-4.0,Increase order quantity to reduce ordering frequency,0.0039,0.4194,0.453,69.0,0.4964,-0.2,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0296,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0491,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1038,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 13 units while reducing modeled cost by ₹255. Fill rate changes by +0.39%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2276,7.0,122.79,-0.031,7,92,281,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2354,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹254.70, with lost-sales change of 13 units.",Low,Monitor scenario exposure,1
P00195,Home Appliances,Stable,Low,Demand Volatility,0.95,30,41,183,570,0.9939,0.0082,85,16.78,2087.32,0.9,32.0,174.0,570.0,30.0,0.9965,0.0068,48.0,16.58,1709.85,24.0,13680.0,0.0833,0.17,37.0,-377.47,377.47,-0.2,0.0027,-9.0,Maintain current inventory policy,0.0027,0.4353,-0.0119,0.0,0.0,-0.2195,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0108,Low risk driven primarily by demand variability and forecast uncertainty.,0.0439,P3 - Low Impact,Maintain policy,Cost saving + service improvement,0,0.1034,Medium,Maintain current inventory policy. The optimization is expected to reduce lost sales by 37 units while reducing modeled cost by ₹377. Fill rate changes by +0.27%.,Lower cost with improved service,LOW PRIORITY: Maintain policy. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2343,19.0,255.59,-0.031,14,188,770,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2354,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01642,Accessories,Stable,Low,Demand Volatility,0.95,30,132,594,1848,0.9986,0.0027,64,16.69,3296.36,0.9,103.0,565.0,1848.0,30.0,0.9976,0.0055,108.0,16.9,3763.23,24.0,44352.0,0.0833,0.12,-44.0,466.87,-466.87,0.22,-0.001,-29.0,Maintain current inventory policy,-0.001,-0.6875,0.0132,0.0,0.0,-0.2197,Inventory increase,Service deterioration,Limited financial benefit,0.0076,Low risk driven primarily by demand variability and forecast uncertainty.,0.0258,P4 - Monitor,Maintain policy,Limited benefit,0,0.1097,Low,Maintain current inventory policy. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2491,42.0,562.52,-0.031,41,606,2495,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2354,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P00690,Electronics,Trending,Low,Demand Volatility,0.95,30,97,368,955,0.9945,0.0055,127,18.06,3020.24,0.9,75.0,346.0,955.0,30.0,0.9937,0.0068,146.0,17.76,3190.96,24.0,22920.0,0.0417,0.04,-19.0,170.72,-170.72,-0.3,-0.0008,-22.0,Maintain current inventory policy,-0.0008,-0.1496,-0.0166,0.0,0.0,-0.2268,Inventory reduction,Service deterioration,Limited financial benefit,0.0013,Low risk driven primarily by demand variability and forecast uncertainty.,0.0251,P4 - Monitor,Maintain policy,Limited benefit,0,0.1072,Low,Maintain current inventory policy. The policy reduces inventory exposure by 0.30 inventory days while maintaining the modeled service outcome.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2507,56.0,476.98,-0.031,32,378,1290,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2354,Monitor scenario exposure and maintain contingency readiness.,Protect service under adverse scenario,No immediate intervention is required. Maintain policy and monitor scenario exposure.,Low,Monitor scenario exposure,0
P01083,Home Appliances,Stable,Low,Demand Volatility,0.95,30,38,170,528,0.9942,0.0082,74,17.1,1942.36,0.9,30.0,162.0,793.0,45.0,0.9977,0.0027,30.0,24.33,1557.05,16.0,12688.0,0.0,0.0,44.0,-385.32,385.32,7.23,0.0034,-8.0,Increase order quantity to reduce ordering frequency,0.0034,0.5946,0.4228,265.0,0.5019,-0.2105,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.0468,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1028,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 44 units while reducing modeled cost by ₹385. Fill rate changes by +0.34%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2315,12.0,232.75,-0.031,12,174,1071,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2353,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹385.32, with lost-sales change of 44 units.",Low,Monitor scenario exposure,1
P00921,Accessories,Stable,Low,Demand Volatility,0.95,30,104,471,1467,0.9976,0.0027,84,17.25,3126.28,0.9,81.0,448.0,2200.0,45.0,1.0,0.0,0.0,24.14,2760.63,16.0,35200.0,0.0625,0.12,84.0,-365.65,365.65,6.9,0.0024,-23.0,Increase order quantity to reduce ordering frequency,0.0024,1.0,0.4,733.0,0.4997,-0.2212,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0057,Low risk driven primarily by demand variability and forecast uncertainty.,0.0454,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1058,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 84 units while reducing modeled cost by ₹366. Fill rate changes by +0.24%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.233,0.0,412.66,-0.031,29,477,2970,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory policy action,P3 - Planned,Inventory Planning,30-90 days,0.2353,Execute optimization recommendation: Increase order quantity.,Lower cost and improved service,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹365.65, with lost-sales change of 84 units.",Low,Monitor scenario exposure,1
P01526,Home Appliances,Stable,Low,Supplier,0.95,30,60,267,830,0.9961,0.0055,78,17.0,2320.33,0.9,47.0,254.0,1245.0,45.0,0.9987,0.0041,27.0,23.84,1988.73,16.0,19920.0,0.125,0.19,51.0,-331.61,331.61,6.84,0.0025,-13.0,Increase order quantity to reduce ordering frequency,0.0025,0.6538,0.4024,415.0,0.5,-0.2167,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0182,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0445,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.105,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 51 units while reducing modeled cost by ₹332. Fill rate changes by +0.25%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2329,10.0,297.27,-0.031,18,272,1681,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2353,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹331.61, with lost-sales change of 51 units.",Low,Monitor scenario exposure,1
P01724,Electronics,Trending,Low,Demand Volatility,0.95,30,70,267,696,0.9943,0.0082,97,18.2,2414.75,0.9,55.0,252.0,1044.0,45.0,0.9968,0.0055,54.0,23.34,2023.1,16.0,16704.0,0.0625,0.06,43.0,-391.65,391.65,5.14,0.0025,-15.0,Increase order quantity to reduce ordering frequency,0.0025,0.4433,0.2824,348.0,0.5,-0.2143,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0029,Low risk driven primarily by demand variability and forecast uncertainty.,0.0427,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.103,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 43 units while reducing modeled cost by ₹392. Fill rate changes by +0.25%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.236,21.0,302.41,-0.031,22,274,1410,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2353,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹391.65, with lost-sales change of 43 units.",Low,Monitor scenario exposure,1
P01715,Electronics,Trending,Low,Demand Volatility,0.95,30,87,331,860,0.9987,0.0027,27,17.56,1877.08,0.9,68.0,312.0,1290.0,45.0,0.9971,0.0055,61.0,24.65,2423.29,16.0,20640.0,0.125,0.25,-34.0,546.21,-546.21,7.08,-0.0016,-19.0,Increase order quantity to reduce ordering frequency,-0.0016,-1.2593,0.4032,430.0,0.5,-0.2184,Inventory increase,Service deterioration,Limited financial benefit,0.0239,Low risk driven primarily by demand variability and forecast uncertainty.,0.0274,P4 - Monitor,Increase order quantity,Limited benefit,1,0.1166,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Limited modeled improvement,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2388,24.0,362.23,-0.031,27,339,1742,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2353,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹-546.21, with lost-sales change of -34 units.",Low,Monitor scenario exposure,1
P00703,Home Appliances,Volatile,Low,Demand Volatility,0.95,30,12,51,78,0.9995,0.0014,1,19.87,713.19,0.9,9.0,48.0,117.0,45.0,0.9963,0.0055,7.0,26.3,606.52,16.0,1872.0,0.0625,0.12,-6.0,-106.67,106.67,6.42,-0.0032,-3.0,Increase order quantity to reduce ordering frequency,-0.0032,-6.0,0.3231,39.0,0.5,-0.25,Inventory increase,Service deterioration,Cost reduction,0.0057,Low risk driven primarily by demand variability and forecast uncertainty.,0.0262,P4 - Monitor,Increase order quantity,Cost saving,1,0.129,Low,Increase order quantity to reduce ordering frequency. The modeled economics do not indicate a strong requirement for immediate intervention.,Lower modeled inventory cost,MONITOR: Maintain current policy unless operating conditions materially change.,3,Combined Stress,Moderate,0.2252,3.0,90.66,-0.031,4,52,158,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.2353,Execute optimization recommendation: Increase order quantity.,Protect service under adverse scenario,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹106.67, with lost-sales change of -6 units.",Low,Monitor scenario exposure,1
P01528,Home Appliances,Stable,Low,Supplier,0.95,30,19,84,259,0.9952,0.0041,30,17.28,1197.88,0.9,15.0,80.0,388.0,45.0,1.0,0.0,0.0,24.97,830.36,16.0,6208.0,0.0625,0.06,30.0,-367.52,367.52,7.69,0.0048,-4.0,Increase order quantity to reduce ordering frequency,0.0048,1.0,0.445,129.0,0.4981,-0.2105,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0029,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.0526,P3 - Low Impact,Increase order quantity,Cost saving + service improvement,1,0.1022,Medium,Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 30 units while reducing modeled cost by ₹368. Fill rate changes by +0.48%.,Lower cost with improved service,LOW PRIORITY: Increase order quantity. Monitor performance before intervention.,3,Combined Stress,Moderate,0.2252,0.0,124.12,-0.031,6,86,524,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory policy action,P3 - Planned,Inventory Planning,30-90 days,0.2352,Execute optimization recommendation: Increase order quantity.,Lower cost and improved service,"Optimization analysis recommends increase order quantity. Modeled cost impact is ₹367.52, with lost-sales change of 30 units.",Low,Monitor scenario exposure,1
