product_id,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank,category,demand_class,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,contingency_severity,scenario_type,contingency_multiplier,lost_sales_exposure,calculated_additional_safety_stock,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,inventory_buffer_days,contingency_action,contingency_recommendation,decision_urgency,contingency_confidence,executive_contingency_decision,contingency_inventory_cost,contingency_impact_score,contingency_policy_change,severity_rank
P01206,Low,Supplier,1.0,0.12,0.0625,842.0,3901.0,16193.0,259088.0,16.0,24.92,0.9986,0.0014,379.0,22121.65,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1015,Low,Increase order quantity,22121.65,22121.65,379.0,0.9986,842.0,16193.0,24.92,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,842.0,127,16193.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Office Supplies,Trending,0.9,842.0,3901.0,16193.0,45.0,0.9986,0.0014,379.0,24.92,22121.65,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,127,4028,18622,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,173.4977799048972,0.0048,0,4
P01212,Low,Supplier,1.0,0.12,0.0625,497.0,2759.0,13573.0,217168.0,16.0,24.59,0.9992,0.0014,170.0,16936.24,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.105,Low,Increase order quantity,16936.24,16936.24,170.0,0.9992,497.0,13573.0,24.59,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,497.0,75,13573.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Personal Care,Stable,0.9,497.0,2759.0,13573.0,45.0,0.9992,0.0014,170.0,24.59,16936.24,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,75,2834,15609,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,93.58417446400944,0.0048,0,4
P01215,Low,Supplier,1.0,0.12,0.0625,1326.0,6164.0,25613.0,409808.0,16.0,24.12,0.9992,0.0014,338.0,31240.87,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.2679,0.2239,Medium,Immediate intervention,31240.87,31240.87,338.0,0.9992,1326.0,25613.0,24.12,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,1326.0,199,25613.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Office Supplies,Trending,0.9,1326.0,6164.0,25613.0,45.0,0.9992,0.0014,338.0,24.12,31240.87,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,199,6363,29455,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,242.72569125053684,0.0048,0,4
P01250,Low,Demand Volatility,1.0,0.12,0.0625,635.0,2952.0,12265.0,196240.0,16.0,24.75,0.9946,0.0055,1069.0,24578.61,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.1562,0.1623,Medium,Immediate intervention,24578.61,24578.61,1069.0,0.9946,635.0,12265.0,24.75,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,635.0,96,12265.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Personal Care,Trending,0.9,635.0,2952.0,12265.0,45.0,0.9946,0.0055,1069.0,24.75,24578.61,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,96,3048,14105,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,192.38047778230737,0.0048,0,4
P01279,Low,Supplier,1.0,0.12,0.0625,81.0,374.0,1552.0,24832.0,16.0,24.62,0.9958,0.0068,105.0,3148.56,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1246,Low,Increase order quantity,3148.56,3148.56,105.0,0.9958,81.0,1552.0,24.62,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,81.0,13,1552.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Trending,0.9,81.0,374.0,1552.0,45.0,0.9958,0.0068,105.0,24.62,3148.56,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,13,387,1785,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,26.37324742268041,0.0048,0,4
P01291,Low,Supplier,1.0,0.12,0.0625,44.0,234.0,812.0,12992.0,16.0,24.62,0.9949,0.0055,67.0,1958.72,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.1292,0.1137,Medium,Increase order quantity,1958.72,1958.72,67.0,0.9949,44.0,812.0,24.62,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,44.0,7,812.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Home Appliances,Seasonal,0.9,44.0,234.0,812.0,45.0,0.9949,0.0055,67.0,24.62,1958.72,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,7,241,934,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,16.88551724137931,0.0048,0,4
P01296,Low,Demand Volatility,1.0,0.12,0.0625,25.0,116.0,482.0,7712.0,16.0,24.76,0.9986,0.0027,11.0,1040.37,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0346,0.1013,Medium,Increase order quantity,1040.37,1040.37,11.0,0.9986,25.0,482.0,24.76,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,25.0,4,482.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Trending,0.9,25.0,116.0,482.0,45.0,0.9986,0.0027,11.0,24.76,1040.37,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,4,120,555,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,8.633775933609957,0.0048,0,4
P01298,Low,Demand Volatility,1.0,0.12,0.0625,47.0,253.0,1238.0,19808.0,16.0,24.06,0.9964,0.0068,73.0,2453.54,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1024,Low,Increase order quantity,2453.54,2453.54,73.0,0.9964,47.0,1238.0,24.06,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,47.0,8,1238.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Stable,0.9,47.0,253.0,1238.0,45.0,0.9964,0.0068,73.0,24.06,2453.54,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,8,261,1424,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,15.85486268174475,0.0048,0,4
P01310,Low,Demand Volatility,1.0,0.12,0.0625,199.0,1098.0,5396.0,86336.0,16.0,24.2,1.0,0.0,0.0,6204.31,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.206,0.1642,Medium,Immediate intervention,6204.31,6204.31,0.0,1.0,199.0,5396.0,24.2,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,199.0,30,5396.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Accessories,Stable,0.9,199.0,1098.0,5396.0,45.0,1.0,0.0,0.0,24.2,6204.31,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,30,1128,6206,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,34.49393995552261,0.0048,0,4
P01330,Low,Demand Volatility,1.0,0.17,0.0417,340.0,1833.0,4267.0,102408.0,24.0,17.56,0.9889,0.0123,1154.0,17133.91,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0255,0.1121,Low,Maintain policy,17133.91,17133.91,1154.0,0.9889,340.0,4267.0,17.56,0.0,0.0,0.007089,0.005421308057857876,0.25,0.038,Low exposure,0.0,0.0,340.0,52,4267.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Personal Care,Seasonal,0.9,340.0,1833.0,4267.0,30.0,0.9889,0.0123,1154.0,17.56,17133.91,0.0417,0.17,Low,Baseline optimized policy,0.15000000000000002,0.0,52,1885,4908,34.5,4.5,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,208.80321537379893,0.0048,0,4
P01334,Low,Demand Volatility,1.0,0.17,0.0417,884.0,4787.0,7806.0,187344.0,24.0,18.32,0.9977,0.0055,431.0,14444.57,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.1554,0.151,Medium,Immediate intervention,14444.57,14444.57,431.0,0.9977,884.0,7806.0,18.32,0.0,0.0,0.007089,0.005421308057857876,0.25,0.038,Low exposure,0.0,0.0,884.0,133,7806.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Accessories,Volatile,0.9,884.0,4787.0,7806.0,30.0,0.9977,0.0055,431.0,18.32,14444.57,0.0417,0.17,Low,Baseline optimized policy,0.15000000000000002,0.0,133,4920,8977,34.5,4.5,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,246.10912246989494,0.0048,0,4
P01341,Low,Supplier,1.0,0.12,0.0625,46.0,249.0,1218.0,19488.0,16.0,24.31,0.9967,0.0041,65.0,2366.67,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1077,Low,Increase order quantity,2366.67,2366.67,65.0,0.9967,46.0,1218.0,24.31,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,46.0,7,1218.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Home Appliances,Stable,0.9,46.0,249.0,1218.0,45.0,0.9967,0.0041,65.0,24.31,2366.67,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,7,256,1401,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,13.60155172413793,0.0048,0,4
P01377,Low,Demand Volatility,1.0,0.12,0.0625,13.0,71.0,350.0,5600.0,16.0,23.91,0.9949,0.0082,29.0,1061.39,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0311,0.1009,Medium,Increase order quantity,1061.39,1061.39,29.0,0.9949,13.0,350.0,23.91,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,13.0,2,350.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Home Appliances,Stable,0.9,13.0,71.0,350.0,45.0,0.9949,0.0082,29.0,23.91,1061.39,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,2,73,403,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,6.065085714285715,0.0048,0,4
P01416,Low,Supplier,1.0,0.12,0.0625,437.0,2364.0,5782.0,92512.0,16.0,24.55,0.9947,0.0082,499.0,11698.72,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1281,Low,Increase order quantity,11698.72,11698.72,499.0,0.9947,437.0,5782.0,24.55,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,437.0,66,5782.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Accessories,Volatile,0.9,437.0,2364.0,5782.0,45.0,0.9947,0.0082,499.0,24.55,11698.72,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,66,2430,6650,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,133.53779315115875,0.0048,0,4
P01423,Low,Demand Volatility,1.0,0.12,0.0625,32.0,147.0,608.0,9728.0,16.0,25.07,0.9971,0.0041,29.0,1368.07,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0256,0.1059,Low,Increase order quantity,1368.07,1368.07,29.0,0.9971,32.0,608.0,25.07,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,32.0,5,608.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Electronics,Trending,0.9,32.0,147.0,608.0,45.0,0.9971,0.0041,29.0,25.07,1368.07,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,5,152,700,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,11.250575657894737,0.0048,0,4
P01426,Low,Supplier,1.0,0.12,0.0625,332.0,1827.0,8969.0,143504.0,16.0,23.7,0.998,0.0041,284.0,12685.97,0.0,-0.0,0.0,0.0,0.0,0.0,Low,Maintain policy and monitor,Optimized Policy,0.0503,0.1152,Medium,Increase order quantity,12685.97,12685.97,284.0,0.998,332.0,8969.0,23.7,0.0,0.0,0.0075,0.005735620035820858,0.25,0.0381,Low exposure,0.0,0.0,332.0,50,8969.0,0.0,P4 - Monitor,Low baseline and scenario risk,"Optimized Policy creates low exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹0. Fill rate changes by +0.00%. The product is classified as 'Low baseline and scenario risk'. Recommended action: Maintain policy and monitor. Stress-adjusted safety stock requires approximately 0 additional units.",Low,0.0,0.0484,1,Accessories,Stable,0.9,332.0,1827.0,8969.0,45.0,0.998,0.0041,284.0,23.7,12685.97,0.0625,0.12,Low,Baseline optimized policy,0.15000000000000002,0.0,50,1877,10315,51.75,6.75,Monitor scenario exposure without immediate policy change,MONITOR: Monitor scenario exposure without immediate policy change.,Monitor,Low,MONITORING DECISION: Maintain current optimized policy while monitoring Optimized Policy exposure.,70.72120637752258,0.0048,0,4
