action_rank,priority_rank,management_priority,product_id,product_name,category,demand_class,risk_score,risk_class,confidence_score,confidence_class,business_impact_score,business_impact_class,primary_risk_driver,primary_risk_driver_score,anomaly_severity_score,max_anomaly_deviation,max_anomaly_z,forecast_change_pct,wape,inventory_risk_score,stockout_risk,service_risk,supplier_risk,volatility_risk,excess_inventory_risk,inventory_days,fill_rate,estimated_financial_exposure,at_risk_value,lost_sales_exposure,supplier_delay_exposure,inventory_obsolescence_exposure,optimization_opportunity,compound_risk_count,compound_risk_score,recommended_action
1021,4,P4 - Routine,P00866,CarePlus Skincare 00866,Personal Care,Trending,5.78,Low,88.0,High,7.11,Low,Forecast Accuracy,20.0,0,0.0104,0.2856,0.0,10.7885,3.15,0.1785,0.0,12.5,8.1622,0.0,18.3208,0.9996,31766.7285,441.5575,5789.94,25976.7885,0.0,3554.73,0,0.0,Monitor forecast accuracy and review model error drivers
1022,4,P4 - Routine,P00050,Vertex Audio 00050,Electronics,Stable,5.76,Low,88.0,High,80.43,Very High,Forecast Accuracy,20.0,0,0.1009,1.4212,0.0,15.6909,2.19,0.3953,0.0,5.4167,8.4187,0.0,17.1365,0.9988,1894447.6102,25385.598,898481.2,995966.4102,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1023,4,P4 - Routine,P01014,NovaTech Smartphones 01014,Electronics,Trending,5.76,Low,76.0,Medium,5.89,Low,Forecast Accuracy,40.0,0,0.037,0.1071,0.0,23.512,1.87,0.5118,0.0,0.0,11.4576,0.0,18.5571,0.9976,25993.45,358.7096,25993.45,0.0,0.0,81.31,0,0.0,Monitor forecast accuracy and review model error drivers
1024,4,P4 - Routine,P00013,CarryPro Chargers 00013,Accessories,Trending,5.75,Low,88.0,High,68.08,High,Forecast Accuracy,20.0,0,0.0277,0.7066,0.0,12.3446,2.9,0.8137,0.0,8.3333,9.3526,0.0,18.2876,0.996,1610356.3616,21739.8109,1275331.5,335024.8616,0.0,23224.41,0,0.0,Monitor forecast accuracy and review model error drivers
1025,4,P4 - Routine,P01263,Arctic Microwaves 01263,Home Appliances,Seasonal,5.74,Low,88.0,High,89.02,Very High,Forecast Accuracy,20.0,0,0.0874,0.1927,0.0,11.9496,3.69,2.5098,0.0,8.3333,11.2405,0.0,17.2922,0.9872,6170482.5232,82067.4176,4340772.2,1829710.3232,0.0,2139.31,0,0.0,Monitor forecast accuracy and review model error drivers
1026,4,P4 - Routine,P01659,Arctic Refrigerators 01659,Home Appliances,Seasonal,5.74,Low,88.0,High,46.04,Medium,Forecast Accuracy,20.0,0,0.1275,0.2409,0.0,12.8084,3.78,2.9593,0.0,8.3333,10.9325,0.0,18.2516,0.9855,1064398.984,14369.3863,866539.2,197859.784,0.0,14.9,0,0.0,Monitor forecast accuracy and review model error drivers
1027,4,P4 - Routine,P00007,Zenith Audio 00007,Electronics,Stable,5.73,Low,88.0,High,93.71,Very High,Forecast Accuracy,20.0,0,0.0031,0.3132,0.0,16.358,3.27,1.4072,0.0,10.2083,8.7675,0.0,17.0055,0.9941,5683444.1602,75589.8073,4227388.12,1456056.0402,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1028,4,P4 - Routine,P01779,ComfortMax Microwaves 01779,Home Appliances,Seasonal,5.73,Low,88.0,High,72.48,High,Forecast Accuracy,20.0,0,0.0839,0.6263,0.0,13.1351,3.56,3.4991,0.0,5.2083,11.5051,0.0,18.0463,0.9828,3122253.5956,41838.1982,2697104.72,425148.8756,0.0,523.04,0,0.0,Monitor forecast accuracy and review model error drivers
1029,4,P4 - Routine,P01517,PureLife Skincare 01517,Personal Care,Trending,5.73,Low,88.0,High,24.93,Low,Forecast Accuracy,20.0,0,0.0737,0.5151,0.0,10.5768,3.15,1.3897,0.0,10.0,8.2512,0.0,17.8297,0.9943,300105.19,4081.4306,201842.3,98262.89,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1030,4,P4 - Routine,P00021,PureLife Grooming 00021,Personal Care,Seasonal,5.73,Low,88.0,High,14.55,Low,Forecast Accuracy,20.0,0,0.0324,0.0107,0.0,11.1168,4.06,3.6072,0.0,10.2083,9.6641,0.0,17.9348,0.9831,171035.592,2326.0841,143390.0,27645.592,0.0,3002.17,0,0.0,Monitor forecast accuracy and review model error drivers
1031,4,P4 - Routine,P00255,Vertex Audio 00255,Electronics,Trending,5.72,Low,88.0,High,93.31,Very High,Forecast Accuracy,20.0,0,0.0203,0.4697,0.0,18.3214,3.17,1.311,0.0,8.3333,10.2067,0.0,18.3927,0.9937,5846957.6284,77764.5365,4569677.14,1277280.4884,0.0,486.45,0,0.0,Monitor forecast accuracy and review model error drivers
1032,4,P4 - Routine,P01744,Zenith Laptops 01744,Electronics,Seasonal,5.72,Low,88.0,High,94.91,Very High,Forecast Accuracy,20.0,0,0.1742,1.0599,0.0,19.1863,2.68,0.9592,0.0,4.1667,11.8135,0.0,18.8995,0.9959,5741692.8366,75790.3454,4289967.75,1451725.0866,0.0,1646.4,0,0.0,Monitor forecast accuracy and review model error drivers
1033,4,P4 - Routine,P00988,Arctic Air Conditioners 00988,Home Appliances,Stable,5.72,Low,76.0,Medium,93.13,Very High,Supplier,17.92,0,0.0175,1.0117,0.0,7.6771,4.32,1.796,0.0,17.9167,7.3068,0.0,16.3162,0.9944,5191905.8647,69052.348,4191109.48,1000796.3847,0.0,78.9,0,0.0,Monitor supplier performance and lead-time stability
1034,4,P4 - Routine,P00473,Apex Smartphones 00473,Electronics,Seasonal,5.72,Low,88.0,High,43.67,Medium,Forecast Accuracy,20.0,0,0.098,0.1686,0.0,18.1373,3.73,2.3568,0.0,8.3333,11.8366,0.0,18.5489,0.9888,888440.8288,11993.9512,648457.18,239983.6488,0.0,2221.33,0,0.0,Monitor forecast accuracy and review model error drivers
1035,4,P4 - Routine,P01348,HomePro Refrigerators 01348,Home Appliances,Seasonal,5.72,Low,76.0,Medium,31.15,Low,Supplier,19.79,0,0.0455,0.1429,0.0,9.1335,5.27,1.9094,0.0,19.7917,11.4986,0.0,17.7259,0.9905,435335.6443,5877.0312,349258.08,86077.5643,0.0,179.41,0,0.0,Monitor supplier performance and lead-time stability
1036,4,P4 - Routine,P01392,NovaTech Laptops 01392,Electronics,Trending,5.72,Low,88.0,High,30.39,Low,Forecast Accuracy,20.0,0,0.1429,0.6745,0.0,18.4278,2.85,0.2377,0.0,8.3333,10.1987,0.0,18.7376,0.999,234849.8936,3170.4736,84967.4,149882.4936,0.0,276.05,0,0.0,Monitor forecast accuracy and review model error drivers
1037,4,P4 - Routine,P01819,DermaX Skincare 01819,Personal Care,Trending,5.72,Low,88.0,High,18.58,Low,Forecast Accuracy,20.0,0,0.082,1.1754,0.0,10.8739,2.66,1.5921,0.0,6.25,8.2666,0.0,17.6421,0.9923,211137.4864,2871.4698,147580.48,63557.0064,0.0,30057.92,0,0.0,Monitor forecast accuracy and review model error drivers
1038,4,P4 - Routine,P01086,Glow Oral Care 01086,Personal Care,Seasonal,5.72,Low,88.0,High,17.34,Low,Forecast Accuracy,20.0,0,0.1195,1.3249,0.0,11.3067,2.65,1.7903,0.0,4.1667,9.9461,0.0,18.6208,0.9917,183842.6976,2500.2607,124277.76,59564.9376,0.0,2418.08,0,0.0,Monitor forecast accuracy and review model error drivers
1039,4,P4 - Routine,P01544,ComfortMax Washing Machines 01544,Home Appliances,Seasonal,5.71,Low,88.0,High,74.37,High,Forecast Accuracy,20.0,0,0.0071,0.7227,0.0,10.86,3.24,2.4331,0.0,5.625,11.1101,0.0,17.9821,0.9866,3119785.382,41493.1456,2392096.28,727689.102,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1040,4,P4 - Routine,P00944,UrbanGear Cables 00944,Accessories,Trending,5.71,Low,88.0,High,68.79,High,Forecast Accuracy,20.0,0,0.1702,0.6926,0.0,13.226,2.75,0.1448,0.0,8.3333,9.7231,0.0,18.2115,0.9999,1130127.4178,15030.6947,40388.94,1089738.4778,0.0,17895.03,0,0.0,Monitor forecast accuracy and review model error drivers
1041,4,P4 - Routine,P00567,HomePro Washing Machines 00567,Home Appliances,Volatile,5.7,Low,88.0,High,82.28,Very High,Forecast Accuracy,20.0,0,0.0552,0.2168,0.0,18.1028,3.33,0.6516,0.0,8.3333,12.5669,0.0,19.3493,0.9976,3019095.7275,39852.0636,867200.25,2151895.4775,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1042,4,P4 - Routine,P01493,NovaTech Smartphones 01493,Electronics,Stable,5.7,Low,88.0,High,82.76,Very High,Forecast Accuracy,20.0,0,0.0384,0.012,0.0,16.0314,3.28,0.4069,0.0,12.5,8.5599,0.0,17.4666,0.9987,2272028.584,29990.7773,849356.48,1422672.104,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1043,4,P4 - Routine,P01309,HomePro Refrigerators 01309,Home Appliances,Seasonal,5.7,Low,88.0,High,52.55,Medium,Forecast Accuracy,20.0,0,0.0839,0.4643,0.0,12.3097,3.48,2.4805,0.0,6.875,11.3932,0.0,17.749,0.9889,1294422.3708,17345.2598,950104.5,344317.8708,0.0,558.43,0,0.0,Monitor forecast accuracy and review model error drivers
1044,4,P4 - Routine,P00961,NovaTech Audio 00961,Electronics,Trending,5.68,Low,88.0,High,76.97,High,Forecast Accuracy,20.0,0,0.0109,0.5139,0.0,16.9605,2.99,0.7313,0.0,8.75,9.709,0.0,18.1074,0.9968,2243672.2612,29616.4738,1169146.95,1074525.3112,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1045,4,P4 - Routine,P00518,ConnectX Chargers 00518,Accessories,Trending,5.68,Low,88.0,High,66.42,High,Forecast Accuracy,20.0,0,0.2128,1.349,0.0,12.9698,2.69,2.6358,0.0,3.125,9.5415,0.0,17.4344,0.9873,2242260.6,29597.8399,2242260.6,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1046,4,P4 - Routine,P00528,Arctic Washing Machines 00528,Home Appliances,Seasonal,5.68,Low,88.0,High,44.63,Medium,Forecast Accuracy,20.0,0,0.0769,0.2857,0.0,14.3463,3.64,2.4842,0.0,7.2917,12.0024,0.0,17.4494,0.9875,904208.0136,12025.9666,816235.92,87972.0936,0.0,562.38,0,0.0,Monitor forecast accuracy and review model error drivers
1047,4,P4 - Routine,P01641,PureLife Grooming 01641,Personal Care,Seasonal,5.68,Low,88.0,High,9.45,Low,Forecast Accuracy,20.0,0,0.1721,1.2512,0.0,11.0011,2.39,0.3339,0.0,5.4167,9.8331,0.0,17.8284,0.9994,37006.5158,499.588,11583.82,25422.6958,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1048,4,P4 - Routine,P00638,Vertex TVs 00638,Electronics,Stable,5.67,Low,88.0,High,95.39,Very High,Forecast Accuracy,20.0,0,0.0652,0.1927,0.0,16.0641,3.45,2.1386,0.0,10.2083,8.4998,0.0,17.0887,0.9909,7392315.5421,96839.3336,6056106.51,1336209.0321,0.0,1042.84,0,0.0,Monitor forecast accuracy and review model error drivers
1049,4,P4 - Routine,P00763,Zenith Audio 00763,Electronics,Seasonal,5.67,Low,88.0,High,93.85,Very High,Forecast Accuracy,20.0,0,0.0597,0.1566,0.0,17.7934,3.54,1.8401,0.0,8.3333,11.5906,0.0,18.4568,0.9912,7105731.8046,93085.0866,4881350.76,2224381.0446,0.0,207.57,0,0.0,Monitor forecast accuracy and review model error drivers
1050,4,P4 - Routine,P00117,UrbanGear Bags 00117,Accessories,Trending,5.67,Low,88.0,High,51.46,Medium,Forecast Accuracy,20.0,0,0.0556,0.0572,0.0,12.729,3.94,3.6371,0.0,9.5833,9.3995,0.0,17.8294,0.9814,1591740.348,21170.1466,1360031.31,231709.038,0.0,1827.92,0,0.0,Monitor forecast accuracy and review model error drivers
1051,4,P4 - Routine,P00649,OfficePro Paper 00649,Office Supplies,Trending,5.67,Low,88.0,High,44.14,Medium,Forecast Accuracy,20.0,0,0.1779,1.353,0.0,10.5932,2.27,0.5734,0.0,5.0,9.0082,0.0,17.9157,0.997,708075.7648,9417.4077,339505.36,368570.4048,0.0,29844.24,0,0.0,Monitor forecast accuracy and review model error drivers
1052,4,P4 - Routine,P00607,NovaTech TVs 00607,Electronics,Trending,5.67,Low,88.0,High,55.58,Medium,Forecast Accuracy,20.0,0,0.0922,0.6263,0.0,18.8075,2.78,0.0,0.0,8.3333,10.2184,0.0,18.9945,1.0,462626.0496,6152.9265,0.0,462626.0496,0.0,524.92,0,0.0,Monitor forecast accuracy and review model error drivers
1053,4,P4 - Routine,P01047,Vertex Audio 01047,Electronics,Seasonal,5.66,Low,88.0,High,85.21,Very High,Forecast Accuracy,20.0,0,0.0086,0.6022,0.0,18.3192,3.27,2.2727,0.0,5.8333,11.4033,0.0,17.9468,0.9882,4493633.904,58866.6041,3657239.2,836394.704,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1054,4,P4 - Routine,P00309,PaperWorks Writing 00309,Office Supplies,Trending,5.66,Low,88.0,High,42.64,Medium,Forecast Accuracy,20.0,0,0.0137,0.1101,0.0,10.9927,3.67,2.6605,0.0,10.4167,8.7564,0.0,17.7389,0.9871,943948.665,12554.5172,780733.8,163214.865,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1055,4,P4 - Routine,P01569,PureLife Oral Care 01569,Personal Care,Seasonal,5.66,Low,88.0,High,18.79,Low,Forecast Accuracy,20.0,0,0.0724,0.4697,0.0,11.5083,3.35,2.2249,0.0,8.3333,9.5532,0.0,18.464,0.9901,208490.2404,2793.7692,174085.59,34404.6504,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1056,4,P4 - Routine,P00590,Apex Smartphones 00590,Electronics,Seasonal,5.65,Low,76.0,Medium,60.24,High,Forecast Accuracy,20.0,0,0.1803,1.8548,0.0,17.4075,2.06,1.2363,0.0,0.0,11.2655,0.0,18.7944,0.9931,1213030.86,15890.7043,1213030.86,0.0,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1057,4,P4 - Routine,P00696,DermaX Oral Care 00696,Personal Care,Seasonal,5.65,Low,88.0,High,35.76,Low,Forecast Accuracy,20.0,0,0.074,0.4608,0.0,11.1105,3.17,1.3562,0.0,8.75,9.6536,0.0,18.0711,0.9947,444059.7356,5905.9945,356682.28,87377.4556,0.0,69.0,0,0.0,Monitor forecast accuracy and review model error drivers
1058,4,P4 - Routine,P00492,PureLife Skincare 00492,Personal Care,Seasonal,5.65,Low,88.0,High,13.31,Low,Forecast Accuracy,20.0,0,0.0747,0.0883,0.0,11.5955,3.75,2.6272,0.0,10.0,9.7173,0.0,17.8265,0.9874,136909.0128,1834.5808,113376.48,23532.5328,0.0,13537.55,0,0.0,Monitor forecast accuracy and review model error drivers
1059,4,P4 - Routine,P00240,Vertex Smartphones 00240,Electronics,Trending,5.64,Low,88.0,High,47.14,Medium,Forecast Accuracy,20.0,0,0.074,0.0241,0.0,16.8891,3.57,1.5666,0.0,10.4167,10.2276,0.0,17.7958,0.9939,875640.9312,11558.4603,633520.8,242120.1312,0.0,102.06,0,0.0,Monitor forecast accuracy and review model error drivers
1060,4,P4 - Routine,P00163,DermaX Skincare 00163,Personal Care,Seasonal,5.64,Low,88.0,High,27.18,Low,Forecast Accuracy,20.0,0,0.0534,0.4205,0.0,11.8214,3.54,3.0012,0.0,7.7083,9.8862,0.0,17.366,0.9878,414808.4952,5516.953,290894.22,123914.2752,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1061,4,P4 - Routine,P00633,PureLife Haircare 00633,Personal Care,Trending,5.64,Low,88.0,High,22.72,Low,Forecast Accuracy,20.0,0,0.0435,0.7844,0.0,12.5409,2.8,1.0836,0.0,8.3333,8.198,0.0,18.1937,0.9946,245546.154,3265.7638,172995.48,72550.674,0.0,12348.79,0,0.0,Monitor forecast accuracy and review model error drivers
1062,4,P4 - Routine,P01001,Zenith TVs 01001,Electronics,Seasonal,5.63,Low,88.0,High,94.31,Very High,Forecast Accuracy,20.0,0,0.0678,0.0964,0.0,18.946,3.62,2.1409,0.0,8.3333,11.5089,0.0,18.7322,0.9895,6976796.2125,90000.6711,6175943.7,800852.5125,0.0,6.0,0,0.0,Monitor forecast accuracy and review model error drivers
1063,4,P4 - Routine,P00226,NovaTech Audio 00226,Electronics,Stable,5.63,Low,88.0,High,73.89,High,Forecast Accuracy,20.0,0,0.0205,0.4577,0.0,16.5774,2.98,0.8863,0.0,9.375,8.7417,0.0,17.1762,0.9966,1737408.3057,22586.308,1245998.61,491409.6957,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1064,4,P4 - Routine,P00996,Zenith Smartphones 00996,Electronics,Stable,5.63,Low,88.0,High,62.18,High,Forecast Accuracy,20.0,0,0.0234,0.1445,0.0,16.9647,3.19,0.6579,0.0,11.4583,8.5028,0.0,16.7717,0.9975,1142343.7812,14964.7035,546631.62,595712.1612,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1065,4,P4 - Routine,P01265,NovaTech Laptops 01265,Electronics,Stable,5.62,Low,88.0,High,54.73,Medium,Forecast Accuracy,20.0,0,0.0427,0.1786,0.0,14.514,3.24,0.9476,0.0,10.8333,8.8654,0.0,16.9665,0.996,955347.0098,12515.0458,635106.68,320240.3298,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1066,4,P4 - Routine,P01606,DermaX Skincare 01606,Personal Care,Seasonal,5.62,Low,88.0,High,14.01,Low,Forecast Accuracy,20.0,0,0.029,0.0321,0.0,10.3897,3.57,1.5986,0.0,10.625,10.0017,0.0,17.6807,0.9936,121484.1412,1615.7391,92852.81,28631.3312,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1067,4,P4 - Routine,P00212,DeskMate Storage 00212,Office Supplies,Trending,5.61,Low,88.0,High,37.73,Low,Forecast Accuracy,20.0,0,0.0631,0.1136,0.0,12.3813,3.46,1.7915,0.0,10.8333,8.6183,0.0,17.6204,0.9917,636238.273,8334.7214,530973.72,105264.5531,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1068,4,P4 - Routine,P01539,NovaTech Smartphones 01539,Electronics,Trending,5.61,Low,88.0,High,38.75,Low,Forecast Accuracy,20.0,0,0.0172,0.2784,0.0,17.9727,3.12,0.492,0.0,9.7917,10.0497,0.0,17.9493,0.9978,454561.754,5954.759,220584.56,233977.194,0.0,1021.23,0,0.0,Monitor forecast accuracy and review model error drivers
1069,4,P4 - Routine,P01002,DermaX Oral Care 01002,Personal Care,Trending,5.61,Low,88.0,High,8.77,Low,Forecast Accuracy,20.0,0,0.1059,0.825,0.0,12.2207,2.66,0.6296,0.0,8.5417,7.9234,0.0,18.0399,0.9978,54304.4092,722.2486,30724.33,23580.0792,0.0,300.04,0,0.0,Monitor forecast accuracy and review model error drivers
1070,4,P4 - Routine,P01792,WriteWell Paper 01792,Office Supplies,Trending,5.6,Low,76.0,Medium,58.54,Medium,Supplier,17.5,0,0.0508,0.8603,0.0,9.3003,4.37,1.5357,0.0,17.5,8.5805,0.0,17.9125,0.9929,1509031.167,19617.4052,1122740.3,386290.867,0.0,3243.31,0,0.0,Monitor supplier performance and lead-time stability
1071,4,P4 - Routine,P01708,Apex Audio 01708,Electronics,Trending,5.6,Low,88.0,High,41.66,Medium,Forecast Accuracy,20.0,0,0.12,0.1927,0.0,16.9363,3.37,1.4138,0.0,9.5833,10.0332,0.0,17.9455,0.9927,732821.126,9599.9568,556440.11,176381.016,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1072,4,P4 - Routine,P01844,Glow Grooming 01844,Personal Care,Seasonal,5.6,Low,88.0,High,8.16,Low,Forecast Accuracy,20.0,0,0.0638,0.9957,0.0,10.6108,2.59,0.6748,0.0,6.25,9.6837,0.0,17.8091,0.9974,54197.4388,715.4062,27308.72,26888.7188,0.0,4183.42,0,0.0,Monitor forecast accuracy and review model error drivers
1073,4,P4 - Routine,P01825,CarePlus Oral Care 01825,Personal Care,Seasonal,5.6,Low,88.0,High,5.18,Low,Forecast Accuracy,20.0,0,0.0513,0.0138,0.0,11.8215,3.7,2.2798,0.0,10.4167,9.6982,0.0,17.8707,0.9895,46512.3186,613.9626,32433.29,14079.0286,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1074,4,P4 - Routine,P01602,EverHome Refrigerators 01602,Home Appliances,Seasonal,5.59,Low,88.0,High,53.93,Medium,Forecast Accuracy,20.0,0,0.1073,0.6786,0.0,12.202,3.38,3.2528,0.0,4.5833,11.423,0.0,18.0698,0.9825,1591049.2923,20683.6408,1293536.01,297513.2823,0.0,328.96,0,0.0,Monitor forecast accuracy and review model error drivers
1075,4,P4 - Routine,P00451,WriteWell Storage 00451,Office Supplies,Trending,5.59,Low,88.0,High,43.77,Medium,Forecast Accuracy,20.0,0,0.0894,1.1928,0.0,12.0554,2.32,0.4812,0.0,5.625,8.8718,0.0,17.7541,0.9979,654708.0015,8511.204,255062.43,399645.5715,0.0,4936.43,0,0.0,Monitor forecast accuracy and review model error drivers
1076,4,P4 - Routine,P01501,DermaX Oral Care 01501,Personal Care,Seasonal,5.59,Low,88.0,High,7.67,Low,Forecast Accuracy,20.0,0,0.1379,1.3627,0.0,10.8565,2.31,0.7572,0.0,4.1667,9.7326,0.0,18.3951,0.9965,59629.174,787.1051,27807.16,31822.014,0.0,10106.57,0,0.0,Monitor forecast accuracy and review model error drivers
1077,4,P4 - Routine,P01489,ComfortMax Washing Machines 01489,Home Appliances,Seasonal,5.58,Low,88.0,High,94.15,Very High,Forecast Accuracy,20.0,0,0.1385,0.6384,0.0,11.794,3.24,2.7575,0.0,5.2083,10.8737,0.0,17.9818,0.9861,8497689.9696,108770.4316,7131787.38,1365902.5896,0.0,1548.06,0,0.0,Monitor forecast accuracy and review model error drivers
1078,4,P4 - Routine,P00920,Vertex Smartphones 00920,Electronics,Trending,5.58,Low,88.0,High,93.92,Very High,Forecast Accuracy,20.0,0,0.0347,0.2007,0.0,17.8328,3.21,1.0034,0.0,9.375,10.02,0.0,17.9988,0.9954,6064738.3368,77628.6507,3426405.84,2638332.4968,0.0,2386.95,0,0.0,Monitor forecast accuracy and review model error drivers
1079,4,P4 - Routine,P01353,Arctic Air Conditioners 01353,Home Appliances,Seasonal,5.58,Low,88.0,High,49.8,Medium,Forecast Accuracy,20.0,0,0.1042,0.2168,0.0,11.6452,3.45,1.9007,0.0,8.3333,10.8571,0.0,18.5909,0.9906,1100108.4762,14301.4102,814729.37,285379.1062,0.0,662.79,0,0.0,Monitor forecast accuracy and review model error drivers
1080,4,P4 - Routine,P00500,UrbanGear Bags 00500,Accessories,Trending,5.58,Low,88.0,High,38.3,Low,Forecast Accuracy,20.0,0,0.1864,1.0324,0.0,13.2796,2.61,1.1873,0.0,5.4167,9.601,0.0,17.8242,0.995,548218.4616,7126.84,455462.64,92755.8216,0.0,7473.45,0,0.0,Monitor forecast accuracy and review model error drivers
1081,4,P4 - Routine,P01635,UrbanGear Bags 01635,Accessories,Stable,5.58,Low,88.0,High,41.87,Medium,Forecast Accuracy,20.0,0,0.0524,0.2998,0.0,10.1938,2.87,0.2255,0.0,12.5,6.2032,0.0,17.3288,0.9991,380203.8651,4942.6502,127547.8,252656.0651,0.0,1700.15,0,0.0,Monitor forecast accuracy and review model error drivers
1082,4,P4 - Routine,P01080,TechMate Mobile Accessories 01080,Accessories,Trending,5.57,Low,88.0,High,44.28,Medium,Forecast Accuracy,20.0,0,0.0195,0.3292,0.0,12.7451,3.41,2.3743,0.0,8.125,9.8904,0.0,17.4513,0.99,969526.1109,12506.8868,741357.66,228168.4509,0.0,93.79,0,0.0,Monitor forecast accuracy and review model error drivers
1083,4,P4 - Routine,P00250,ConnectX Bags 00250,Accessories,Trending,5.56,Low,88.0,High,98.1,Very High,Forecast Accuracy,20.0,0,0.0547,0.8086,0.0,13.9286,2.82,1.6666,0.0,5.8333,9.6108,0.0,17.7673,0.9929,9764978.6356,124015.2287,8502899.86,1262078.7756,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1084,4,P4 - Routine,P01807,PaperWorks Paper 01807,Office Supplies,Trending,5.56,Low,88.0,High,91.77,Very High,Forecast Accuracy,20.0,0,0.1787,1.3039,0.0,10.504,2.3,1.2968,0.0,4.1667,8.565,0.0,18.0383,0.9939,5858201.2944,74399.1564,3803024.7,2055176.5944,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1085,4,P4 - Routine,P00465,ConnectX Mobile Accessories 00465,Accessories,Trending,5.56,Low,88.0,High,87.95,Very High,Forecast Accuracy,20.0,0,0.0982,0.2197,0.0,13.3847,3.2,1.1235,0.0,9.1667,9.9518,0.0,18.0037,0.9956,3909099.9542,49645.5694,2890801.74,1018298.2141,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1086,4,P4 - Routine,P01025,CarryPro Cables 01025,Accessories,Trending,5.56,Low,88.0,High,88.6,Very High,Forecast Accuracy,20.0,0,0.1862,0.7254,0.0,13.0691,2.72,0.8349,0.0,6.875,9.6209,0.0,17.4286,0.9971,3418333.2464,43412.8322,2515201.44,903131.8064,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
1087,4,P4 - Routine,P00581,DermaX Oral Care 00581,Personal Care,Trending,5.56,Low,88.0,High,13.28,Low,Forecast Accuracy,20.0,0,0.1292,0.8922,0.0,10.7919,2.53,0.4228,0.0,7.7083,8.2943,0.0,17.3132,0.9985,85956.0448,1117.4286,34178.56,51777.4848,0.0,15153.47,0,0.0,Monitor forecast accuracy and review model error drivers
1088,4,P4 - Routine,P00566,PureLife Haircare 00566,Personal Care,Trending,5.56,Low,88.0,High,4.86,Low,Forecast Accuracy,20.0,0,0.0452,0.1927,0.0,10.0744,3.32,1.5198,0.0,10.8333,8.2647,0.0,17.5929,0.9944,36177.4875,473.9251,27892.92,8284.5675,0.0,1791.79,0,0.0,Monitor forecast accuracy and review model error drivers
1089,4,P4 - Routine,P01403,Apex Laptops 01403,Electronics,Seasonal,5.55,Low,88.0,High,85.52,Very High,Forecast Accuracy,20.0,0,0.0526,0.1686,0.0,18.1085,3.23,0.7497,0.0,8.3333,11.7285,0.0,18.9565,0.9966,2972527.4497,37751.0986,1846731.51,1125795.9397,0.0,715.45,0,0.0,Monitor forecast accuracy and review model error drivers
